chromosome,position,coverage
NW_003526941.1,7089423,367
NW_003526941.1,7089425,361
NW_003526941.1,7089631,54
NW_003526941.1,7089634,58
NW_003526941.1,7089672,80
NW_003526941.1,7089676,82
NW_003526941.1,7089691,98
NW_003526941.1,7089914,254
NW_003526941.1,7089915,257
NW_003526941.1,7089919,264
NW_003526941.1,7089922,270
NW_003526941.1,7089924,268
NW_003526941.1,7089934,270
NW_003526941.1,7089938,264
NW_003526941.1,7089939,265
NW_003526941.1,7089940,265
NW_003526941.1,7089944,266
NW_003526941.1,7089945,268
NW_003526941.1,7089948,269
NW_003526941.1,7089952,269
NW_003526941.1,7089953,272
NW_003526941.1,7089955,269
NW_003526941.1,7089960,266
NW_003526941.1,7089962,272
NW_003526941.1,7089965,273
NW_003526941.1,7089967,272
NW_003526941.1,7089968,270
NW_003526941.1,7089975,272
NW_003526941.1,7089977,272
NW_003526941.1,7089981,275
NW_003526941.1,7089983,276
NW_003526941.1,7089984,278
NW_003526941.1,7090009,280
NW_003526941.1,7090011,280
NW_003526941.1,7090013,276
NW_003526941.1,7090016,279
NW_003526941.1,7090018,280
NW_003526941.1,7090019,283
NW_003526941.1,7090020,285
NW_003526941.1,7090023,282
NW_003526941.1,7090741,75
NW_003526941.1,7090742,82
NW_003526941.1,7090743,91
NW_003526941.1,7090744,94
NW_003526941.1,7090745,99
NW_003526941.1,7090747,104
NW_003526941.1,7090748,107
NW_003526941.1,7090749,111
NW_003526941.1,7090752,120
NW_003526941.1,7090753,121
NW_003526941.1,7090754,126
NW_003526941.1,7090756,131
NW_003526941.1,7090757,136
NW_003526941.1,7090758,141
NW_003526941.1,7090760,144
NW_003526941.1,7090761,148
NW_003526941.1,7090764,155
NW_003526941.1,7090765,161
NW_003526941.1,7090766,165
NW_003526941.1,7090769,170
NW_003526941.1,7090770,172
NW_003526941.1,7090772,175
NW_003526941.1,7090774,178
NW_003526941.1,7090775,182
NW_003526941.1,7090776,186
NW_003526941.1,7090777,188
NW_003526941.1,7090778,190
NW_003526941.1,7090779,193
NW_003526941.1,7090780,198
NW_003526941.1,7090781,203
NW_003526941.1,7090784,209
NW_003526941.1,7090785,210
NW_003526941.1,7090786,211
NW_003526941.1,7090787,214
NW_003526941.1,7090788,150
NW_003526941.1,7090791,232
NW_003526941.1,7090792,234
NW_003526941.1,7090793,237
NW_003526941.1,7090794,240
NW_003526941.1,7090796,249
NW_003526941.1,7090798,256
NW_003526941.1,7090801,265
NW_003526941.1,7090802,272
NW_003526941.1,7090809,296
NW_003526941.1,7090814,316
NW_003526941.1,7090828,344
NW_003526941.1,7090845,372
NW_003526941.1,7090849,381
NW_003526941.1,7090851,385
NW_003526941.1,7090852,386
NW_003526941.1,7090853,389
NW_003526941.1,7090858,400
NW_003526941.1,7090861,402
NW_003526941.1,7090867,407
NW_003526941.1,7090870,405
NW_003526941.1,7090872,409
NW_003526941.1,7090873,413
NW_003526941.1,7090877,412
NW_003526941.1,7090879,411
NW_003526941.1,7090881,408
NW_003526941.1,7090883,405
NW_003526941.1,7090887,408
NW_003526941.1,7090889,413
NW_003526941.1,7090893,412
NW_003526941.1,7090894,411
NW_003526941.1,7090895,415
NW_003526941.1,7090896,420
NW_003526941.1,7090897,422
NW_003526941.1,7090899,428
NW_003526941.1,7090900,430
NW_003526941.1,7090906,426
NW_003526941.1,7090908,437
NW_003526941.1,7090909,439
NW_003526941.1,7090910,444
NW_003526941.1,7090911,445
NW_003526941.1,7090912,444
NW_003526941.1,7090913,443
NW_003526941.1,7090914,448
NW_003526941.1,7090915,450
NW_003526941.1,7090918,449
NW_003526941.1,7090919,450
NW_003526941.1,7090924,439
NW_003526941.1,7090929,437
NW_003526941.1,7090931,433
NW_003526941.1,7090935,430
NW_003526941.1,7090938,419
NW_003526941.1,7090939,419
NW_003526941.1,7090943,417
NW_003526941.1,7090945,415
NW_003526941.1,7090947,416
NW_003526941.1,7090948,418
NW_003526941.1,7090953,416
NW_003526941.1,7090955,415
NW_003526941.1,7090956,416
NW_003526941.1,7090957,419
NW_003526941.1,7090960,414
NW_003526941.1,7090963,417
NW_003526941.1,7090964,417
NW_003526941.1,7090966,412
NW_003526941.1,7090967,411
NW_003526941.1,7090970,413
NW_003526941.1,7090971,412
NW_003526941.1,7090972,411
NW_003526941.1,7090973,406
NW_003526941.1,7090976,400
NW_003526941.1,7090977,400
NW_003526941.1,7090978,398
NW_003526941.1,7090980,398
NW_003526941.1,7090981,396
NW_003526941.1,7090983,394
NW_003526941.1,7090984,392
NW_003526941.1,7090985,395
NW_003526941.1,7090987,394
NW_003526941.1,7090988,392
NW_003526941.1,7090990,388
NW_003526941.1,7091790,41
NW_003526941.1,7091798,48
NW_003526941.1,7091807,58
NW_003526941.1,7091809,60
NW_003526941.1,7091810,69
NW_003526941.1,7091811,73
NW_003526941.1,7091819,80
NW_003526941.1,7091824,84
NW_003526941.1,7091895,153
NW_003526941.1,7091929,163
NW_003526941.1,7091930,164
NW_003526941.1,7091931,156
NW_003526941.1,7091933,174
NW_003526941.1,7091934,175
NW_003526941.1,7091935,175
NW_003526941.1,7091941,188
NW_003526941.1,7091945,194
NW_003526941.1,7091947,198
NW_003526941.1,7091949,220
NW_003526941.1,7091950,225
NW_003526941.1,7091951,226
NW_003526941.1,7091952,250
NW_003526941.1,7091953,261
NW_003526941.1,7091956,279
NW_003526941.1,7091957,283
NW_003526941.1,7091962,304
NW_003526941.1,7091963,317
NW_003526941.1,7091967,329
NW_003526941.1,7091968,329
NW_003526941.1,7091969,332
NW_003526941.1,7091970,340
NW_003526941.1,7091972,346
NW_003526941.1,7091973,351
NW_003526941.1,7091974,357
NW_003526941.1,7091975,360
NW_003526941.1,7091976,368
NW_003526941.1,7091977,377
NW_003526941.1,7091978,381
NW_003526941.1,7091979,380
NW_003526941.1,7091980,387
NW_003526941.1,7091981,396
NW_003526941.1,7091982,403
NW_003526941.1,7091983,413
NW_003526941.1,7091985,412
NW_003526941.1,7091987,427
NW_003526941.1,7091988,433
NW_003526941.1,7091990,442
NW_003526941.1,7091991,442
NW_003526941.1,7091992,444
NW_003526941.1,7091993,448
NW_003526941.1,7091994,451
NW_003526941.1,7091995,455
NW_003526941.1,7091996,460
NW_003526941.1,7091999,466
NW_003526941.1,7092000,473
NW_003526941.1,7092001,473
NW_003526941.1,7092004,480
NW_003526941.1,7092005,485
NW_003526941.1,7092006,491
NW_003526941.1,7092007,499
NW_003526941.1,7092008,498
NW_003526941.1,7092009,508
NW_003526941.1,7092010,516
NW_003526941.1,7092011,519
NW_003526941.1,7092012,522
NW_003526941.1,7092014,527
NW_003526941.1,7092015,533
NW_003526941.1,7092016,535
NW_003526941.1,7092017,539
NW_003526941.1,7092021,553
NW_003526941.1,7092022,556
NW_003526941.1,7092023,558
NW_003526941.1,7092028,568
NW_003526941.1,7092030,574
NW_003526941.1,7092031,575
NW_003526941.1,7092038,588
NW_003526941.1,7092041,596
NW_003526941.1,7092044,600
NW_003526941.1,7092046,608
NW_003526941.1,7092047,609
NW_003526941.1,7092049,606
NW_003526941.1,7092050,606
NW_003526941.1,7092065,613
NW_003526941.1,7092068,602
NW_003526941.1,7092072,604
NW_003526941.1,7092074,597
NW_003526941.1,7092173,208
NW_003526941.1,7092202,119
NW_003526941.1,7092353,64
NW_003526941.1,7092364,74
NW_003526941.1,7092372,86
NW_003526941.1,7092377,91
NW_003526941.1,7092379,94
NW_003526941.1,7092381,97
NW_003526941.1,7092382,100
NW_003526941.1,7092383,101
NW_003526941.1,7092385,105
NW_003526941.1,7092387,108
NW_003526941.1,7092388,112
NW_003526941.1,7092393,121
NW_003526941.1,7092396,130
NW_003526941.1,7092397,133
NW_003526941.1,7092398,137
NW_003526941.1,7092402,149
NW_003526941.1,7092403,153
NW_003526941.1,7092404,154
NW_003526941.1,7092405,155
NW_003526941.1,7092454,365
NW_003526941.1,7092458,393
NW_003526941.1,7092459,398
NW_003526941.1,7092460,400
NW_003526941.1,7092461,409
NW_003526941.1,7092462,409
NW_003526941.1,7092464,417
NW_003526941.1,7092465,424
NW_003526941.1,7092466,431
NW_003526941.1,7092467,437
NW_003526941.1,7092469,442
NW_003526941.1,7092471,454
NW_003526941.1,7092472,459
NW_003526941.1,7092473,467
NW_003526941.1,7092474,470
NW_003526941.1,7092475,477
NW_003526941.1,7092477,492
NW_003526941.1,7092481,519
NW_003526941.1,7092482,526
NW_003526941.1,7092484,532
NW_003526941.1,7092485,542
NW_003526941.1,7092486,547
NW_003526941.1,7092488,558
NW_003526941.1,7092490,562
NW_003526941.1,7092491,568
NW_003526941.1,7092492,575
NW_003526941.1,7092493,580
NW_003526941.1,7092494,588
NW_003526941.1,7092495,597
NW_003526941.1,7092496,599
NW_003526941.1,7092497,606
NW_003526941.1,7092498,610
NW_003526941.1,7092499,620
NW_003526941.1,7092500,626
NW_003526941.1,7092502,631
NW_003526941.1,7092503,636
NW_003526941.1,7092504,642
NW_003526941.1,7092506,649
NW_003526941.1,7092507,653
NW_003526941.1,7092508,654
NW_003526941.1,7092509,663
NW_003526941.1,7092510,665
NW_003526941.1,7092511,669
NW_003526941.1,7092512,675
NW_003526941.1,7092513,682
NW_003526941.1,7092519,686
NW_003526941.1,7092560,719
NW_003526941.1,7092572,701
NW_003526941.1,7092612,476
NW_003526941.1,7092629,376
NW_003526941.1,7092632,360
NW_003526941.1,7092634,349
NW_003526941.1,7092638,325
NW_003526941.1,7092643,321
NW_003526941.1,7092648,307
NW_003526941.1,7092654,289
NW_003526941.1,7092664,251
NW_003526941.1,7092667,245
NW_003526941.1,7092683,168
NW_003526941.1,7092684,174
NW_003526941.1,7092686,170
NW_003526941.1,7092688,161
NW_003526941.1,7092690,159
NW_003526941.1,7092693,152
NW_003526941.1,7092694,154
NW_003526941.1,7093365,2
NW_003526941.1,7093368,3
NW_003526941.1,7093370,4
NW_003526941.1,7093380,8
NW_003526941.1,7093393,13
NW_003526941.1,7093400,15
NW_003526941.1,7093468,33
NW_003526941.1,7093477,38
NW_003526941.1,7093479,40
NW_003526941.1,7093503,44
NW_003526941.1,7093512,44
NW_003526941.1,7093682,14
NW_003526941.1,7093689,15
NW_003526941.1,7093726,17
NW_003526941.1,7093730,21
NW_003526941.1,7093753,49
NW_003526941.1,7093754,51
NW_003526941.1,7093756,52
NW_003526941.1,7093759,55
NW_003526941.1,7093766,68
NW_003526941.1,7093798,115
NW_003526941.1,7093799,120
NW_003526941.1,7093801,126
NW_003526941.1,7093802,130
NW_003526941.1,7093803,135
NW_003526941.1,7093806,143
NW_003526941.1,7093810,149
NW_003526941.1,7093811,150
NW_003526941.1,7093812,152
NW_003526941.1,7093816,160
NW_003526941.1,7093827,187
NW_003526941.1,7093832,195
NW_003526941.1,7093850,215
NW_003526941.1,7093888,223
NW_003526941.1,7093905,211
NW_003526941.1,7093922,199
NW_003526941.1,7093939,166
NW_003526941.1,7094133,27
NW_003526941.1,7094139,31
NW_003526941.1,7094154,40
NW_003526941.1,7094159,43
NW_003526941.1,7094168,49
NW_003526941.1,7094180,58
NW_003526941.1,7094232,107
NW_003526941.1,7094273,144
NW_003526941.1,7094290,157
NW_003526941.1,7094293,157
NW_003526941.1,7094296,164
NW_003526941.1,7094314,182
NW_003526941.1,7094315,189
NW_003526941.1,7094316,194
NW_003526941.1,7094319,195
NW_003526941.1,7094321,198
NW_003526941.1,7094323,202
NW_003526941.1,7094325,203
NW_003526941.1,7094333,207
NW_003526941.1,7094335,210
NW_003526941.1,7094338,213
NW_003526941.1,7094339,216
NW_003526941.1,7094340,214
NW_003526941.1,7094341,220
NW_003526941.1,7094665,94
NW_003526941.1,7094668,92
NW_003526941.1,7094785,99
NW_003526941.1,7094793,100
NW_003526941.1,7094807,111
NW_003526941.1,7094848,142
NW_003526941.1,7094862,142
NW_003526941.1,7095319,123
NW_003526941.1,7095324,121
NW_003526941.1,7095330,127
NW_003526941.1,7095368,147
NW_003526941.1,7095394,140
NW_003526941.1,7095401,146
NW_003526941.1,7095403,143
NW_003526941.1,7095420,147
NW_003526941.1,7095772,65
NW_003526941.1,7095778,67
NW_003526941.1,7096052,102
NW_003526941.1,7096057,103
NW_003526941.1,7096060,105
NW_003526941.1,7096064,105
NW_003526941.1,7096068,107
NW_003526941.1,7096070,106
NW_003526941.1,7096139,101
NW_003526941.1,7096176,94
NW_003526941.1,7096242,58
NW_003526941.1,7096247,60
NW_003526941.1,7096252,61
NW_003526941.1,7096269,58
NW_003526941.1,7096273,56
NW_003526941.1,7096280,58
NW_003526941.1,7096282,60
NW_003526941.1,7096878,2
NW_003526941.1,7096892,6
NW_003526941.1,7096898,8
NW_003526941.1,7096926,12
NW_003526941.1,7097128,58
NW_003526941.1,7097167,87
NW_003526941.1,7097744,27
NW_003526941.1,7098165,91
NW_003526941.1,7098169,96
NW_003526941.1,7098174,99
NW_003526941.1,7098184,113
NW_003526941.1,7098310,178
NW_003526941.1,7098313,180
NW_003526941.1,7098327,187
NW_003526941.1,7098329,183
NW_003526941.1,7098347,200
NW_003526941.1,7098537,248
NW_003526941.1,7098555,249
NW_003526941.1,7098628,260
NW_003526941.1,7098629,263
NW_003526941.1,7098639,258
NW_003526941.1,7098643,258
NW_003526941.1,7098647,255
NW_003526941.1,7098648,259
NW_003526941.1,7098651,258
NW_003526941.1,7098655,258
NW_003526941.1,7098673,242
NW_003526941.1,7098674,242
NW_003526941.1,7098756,124
NW_003526941.1,7099625,101
NW_003526941.1,7099637,102
NW_003526941.1,7099641,100
NW_003526941.1,7099644,103
NW_003526941.1,7099663,111
NW_003526941.1,7099679,103
NW_003526941.1,7099699,110
NW_003526941.1,7099810,74
NW_003526941.1,7099836,75
NW_003526941.1,7099858,74
NW_003526941.1,7099872,66
NW_003526941.1,7099890,63
NW_003526941.1,7099899,61
NW_003526941.1,7100217,51
NW_003526941.1,7100220,55
NW_003526941.1,7100260,96
NW_003526941.1,7100267,106
NW_003526941.1,7100273,121
NW_003526941.1,7100277,124
NW_003526941.1,7100279,129
NW_003526941.1,7100280,132
NW_003526941.1,7100286,137
NW_003526941.1,7100289,142
NW_003526941.1,7100326,140
NW_003526941.1,7100347,163
NW_003526941.1,7100388,159
NW_003526941.1,7100392,162
NW_003526941.1,7100396,170
NW_003526941.1,7100401,177
NW_003526941.1,7100403,178
NW_003526941.1,7100406,185
NW_003526941.1,7100407,187
NW_003526941.1,7100412,212
NW_003526941.1,7100414,215
NW_003526941.1,7100415,232
NW_003526941.1,7100416,244
NW_003526941.1,7100417,250
NW_003526941.1,7100421,265
NW_003526941.1,7100423,277
NW_003526941.1,7100425,280
NW_003526941.1,7100426,280
NW_003526941.1,7100427,290
NW_003526941.1,7100428,296
NW_003526941.1,7100429,299
NW_003526941.1,7100430,303
NW_003526941.1,7100432,308
NW_003526941.1,7100434,317
NW_003526941.1,7100436,324
NW_003526941.1,7100437,331
NW_003526941.1,7100439,337
NW_003526941.1,7100440,342
NW_003526941.1,7100441,346
NW_003526941.1,7100442,346
NW_003526941.1,7100443,350
NW_003526941.1,7100445,354
NW_003526941.1,7100446,357
NW_003526941.1,7100447,360
NW_003526941.1,7100448,362
NW_003526941.1,7100450,366
NW_003526941.1,7100451,375
NW_003526941.1,7100453,378
NW_003526941.1,7100454,381
NW_003526941.1,7100455,386
NW_003526941.1,7100456,390
NW_003526941.1,7100457,396
NW_003526941.1,7100458,400
NW_003526941.1,7100459,401
NW_003526941.1,7100460,403
NW_003526941.1,7100461,401
NW_003526941.1,7100462,410
NW_003526941.1,7100463,414
NW_003526941.1,7100464,418
NW_003526941.1,7100466,426
NW_003526941.1,7100469,436
NW_003526941.1,7100470,441
NW_003526941.1,7100473,446
NW_003526941.1,7100474,452
NW_003526941.1,7100475,457
NW_003526941.1,7100476,463
NW_003526941.1,7100477,468
NW_003526941.1,7100478,470
NW_003526941.1,7100479,477
NW_003526941.1,7100482,483
NW_003526941.1,7100483,483
NW_003526941.1,7100487,494
NW_003526941.1,7100489,499
NW_003526941.1,7100490,503
NW_003526941.1,7100491,504
NW_003526941.1,7100500,507
NW_003526941.1,7100501,522
NW_003526941.1,7100502,525
NW_003526941.1,7100503,530
NW_003526941.1,7100508,540
NW_003526941.1,7100516,539
NW_003526941.1,7100520,537
NW_003526941.1,7100522,540
NW_003526941.1,7100523,541
NW_003526941.1,7100533,524
NW_003526940.1,1334349,147
NW_003526940.1,1334699,182
NW_003526940.1,1334716,182
NW_003526940.1,1334722,176
NW_003526940.1,1334723,177
NW_003526940.1,1334725,178
NW_003526940.1,1334726,181
NW_003526940.1,1334732,178
NW_003526940.1,1334735,180
NW_003526940.1,1334736,181
NW_003526940.1,1334745,179
NW_003526940.1,1334758,196
NW_003526940.1,1334759,197
NW_003526940.1,1334760,202
NW_003526940.1,1334762,204
NW_003526940.1,1334770,212
NW_003526940.1,1334788,217
NW_003526940.1,1335067,267
NW_003526940.1,1335073,259
NW_003526940.1,1335090,254
NW_003526940.1,1335093,256
NW_003526940.1,1335095,253
NW_003526940.1,1335101,244
NW_003526940.1,1335106,246
NW_003526940.1,1335107,246
NW_003526940.1,1335108,246
NW_003526940.1,1335109,248
NW_003526940.1,1335111,247
NW_003526940.1,1335119,248
NW_003526940.1,1335121,247
NW_003526940.1,1335122,247
NW_003526940.1,1335124,253
NW_003526940.1,1335129,256
NW_003526940.1,1335131,256
NW_003526940.1,1335137,269
NW_003526940.1,1335139,272
NW_003526940.1,1335144,282
NW_003526940.1,1335145,283
NW_003526940.1,1335147,290
NW_003526940.1,1335149,292
NW_003526940.1,1335156,289
NW_003526940.1,1335159,291
NW_003526940.1,1335163,292
NW_003526940.1,1335167,284
NW_003526940.1,1335169,286
NW_003526940.1,1335176,286
NW_003526940.1,1335177,291
NW_003526940.1,1335200,288
NW_003526940.1,1335211,276
NW_003526940.1,1335213,276
NW_003526940.1,1335219,288
NW_003526940.1,1335223,293
NW_003526940.1,1335226,293
NW_003526940.1,1335231,287
NW_003526940.1,1335233,292
NW_003526940.1,1335238,292
NW_003526940.1,1335241,290
NW_003526940.1,1335364,228
NW_003526940.1,1335540,191
NW_003526940.1,1335542,198
NW_003526940.1,1335543,200
NW_003526940.1,1335545,200
NW_003526940.1,1335547,206
NW_003526940.1,1335548,205
NW_003526940.1,1335560,217
NW_003526940.1,1335562,216
NW_003526940.1,1335563,226
NW_003526940.1,1335564,227
NW_003526940.1,1335566,233
NW_003526940.1,1335568,233
NW_003526940.1,1335571,243
NW_003526940.1,1335572,248
NW_003526940.1,1335574,250
NW_003526940.1,1335579,257
NW_003526940.1,1335581,258
NW_003526940.1,1335582,260
NW_003526940.1,1335583,263
NW_003526940.1,1335587,267
NW_003526940.1,1335589,270
NW_003526940.1,1335592,269
NW_003526940.1,1335597,269
NW_003526940.1,1335598,271
NW_003526940.1,1335599,277
NW_003526940.1,1335602,287
NW_003526940.1,1335604,285
NW_003526940.1,1335605,286
NW_003526940.1,1335606,287
NW_003526940.1,1335607,287
NW_003526940.1,1335608,292
NW_003526940.1,1335609,293
NW_003526940.1,1335610,293
NW_003526940.1,1335611,295
NW_003526940.1,1335612,301
NW_003526940.1,1335613,307
NW_003526940.1,1335614,311
NW_003526940.1,1335615,311
NW_003526940.1,1335616,316
NW_003526940.1,1335618,320
NW_003526940.1,1335623,329
NW_003526940.1,1335624,331
NW_003526940.1,1335625,332
NW_003526940.1,1335626,333
NW_003526940.1,1335627,334
NW_003526940.1,1335628,337
NW_003526940.1,1335629,340
NW_003526940.1,1335630,344
NW_003526940.1,1335632,344
NW_003526940.1,1335633,347
NW_003526940.1,1335640,344
NW_003526940.1,1335642,347
NW_003526940.1,1335643,353
NW_003526940.1,1335647,352
NW_003526940.1,1335968,164
NW_003526940.1,1336186,120
NW_003526940.1,1337558,148
NW_003526940.1,1337580,140
NW_003526940.1,1337581,140
NW_003526940.1,1337583,141
NW_003526940.1,1337584,142
NW_003526940.1,1337763,99
NW_003526940.1,1337770,97
NW_003526940.1,1337782,102
NW_003526940.1,1337795,112
NW_003526940.1,1337796,114
NW_003526940.1,1337797,115
NW_003526940.1,1337799,115
NW_003526940.1,1337809,116
NW_003526940.1,1337811,119
NW_003526940.1,1337812,121
NW_003526940.1,1337855,134
NW_003526940.1,1337860,143
NW_003526940.1,1337874,157
NW_003526940.1,1337880,168
NW_003526940.1,1337881,168
NW_003526940.1,1337883,167
NW_003526940.1,1337884,168
NW_003526940.1,1337889,174
NW_003526940.1,1337890,177
NW_003526940.1,1337893,186
NW_003526940.1,1337897,195
NW_003526940.1,1337898,197
NW_003526940.1,1337919,204
NW_003526940.1,1337929,210
NW_003526940.1,1337932,214
NW_003526940.1,1337960,237
NW_003526940.1,1338053,248
NW_003526940.1,1338065,245
NW_003526940.1,1338067,241
NW_003526940.1,1338068,241
NW_003526940.1,1338078,242
NW_003526940.1,1338082,240
NW_003526940.1,1338083,244
NW_003526940.1,1338087,238
NW_003526940.1,1338090,238
NW_003526940.1,1338098,244
NW_003526940.1,1338100,245
NW_003526940.1,1338107,236
NW_003526940.1,1338109,239
NW_003526940.1,1338111,239
NW_003526940.1,1338113,239
NW_003526940.1,1338115,241
NW_003526940.1,1338116,238
NW_003526940.1,1338117,240
NW_003526940.1,1338119,237
NW_003526940.1,1338121,236
NW_003526940.1,1338122,235
NW_003526940.1,1338123,237
NW_003526940.1,1338127,236
NW_003526940.1,1338132,243
NW_003526940.1,1338137,247
NW_003526940.1,1338147,258
NW_003526940.1,1338148,258
NW_003526940.1,1338153,260
NW_003526940.1,1338155,261
NW_003526940.1,1338161,252
NW_003526940.1,1338162,255
NW_003526940.1,1338163,255
NW_003526940.1,1338169,256
NW_003526940.1,1338171,255
NW_003526940.1,1338253,158
NW_003526940.1,1338335,108
NW_003526940.1,1338608,178
NW_003526940.1,1338610,181
NW_003526940.1,1338668,154
NW_003526940.1,1338940,155
NW_003526940.1,1338988,178
NW_003526940.1,1338995,181
NW_003526940.1,1339040,194
NW_003526940.1,1339052,197
NW_003526940.1,1339105,172
NW_003526940.1,1339114,166
NW_003526940.1,1339123,156
NW_003526940.1,1339128,155
NW_003526940.1,1339132,150
NW_003526940.1,1339147,137
NW_003526940.1,1339309,101
NW_003526940.1,1339317,103
NW_003526940.1,1339359,174
NW_003526940.1,1339375,187
NW_003526940.1,1339596,225
